CUEST,REGION,P1. El barrio en el que usted vive es…,P1b. Encuestador (no leer) registre si tiene certeza de que se trata de una villa o asentamiento:,P2. Tipo de vivienda,P22. ¿Cuál fue el monto de ingreso/salario que percibió el mes pasado por su ocupación principal?,"[Reclamos en internet través de petitorios, foros, tuitazo y otras modalidades virtuales.] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…",[Movilizaciones / concentraciones] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cacerolazos / ruidazos] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Paros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Cortes de calle o vías de transito] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Otros] P1. Ud. participó en reclamos colectivos durante la pandemia tales como…,[Problemas laborales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Contra la cuarentena y otras medidas sanitarias] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En favor de clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[En contra de las clases presenciales] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Seguridad / Corrupción / Justicia] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Por Asistencia Social del Estado (Ej. Ayuda alimentaria / planes sociales)] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Derechos de las mujeres] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Atención o prevención de salud] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Acceso a la vivienda y servicios públicos] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,[Otro] P2. ¿Cuáles fueron los motivos por los cuales participó en los reclamos?,P3. Participó usted en organizaciones sociales comunitarias en distribución de alimentos/comedores/ tareas de prevención en salud/ cuidado de adultos mayores/asistencia en trámites informáticos?,"[Ingreso Familiar de Emergencia] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[ATP y medidas de sostenimiento del salario de empresas privadas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Doble indemnización y prohibición de despidos] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Aporte solidario / impuesto a las grandes riquezas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[Congelamiento de alquileres y tarifas] P4. A continuación, le pedimos que nos diga su grado de acuerdo con las siguientes medidas…","[… disminuir impuestos a las grandes empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[... disminuir impuestos a pequeñas y medianas empresas] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… mayores impuestos a la riqueza] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","[… renta universal que garantice un ingreso para todas las familias vulnerables] P5. Durante la pandemia muchas voces reclamaron diversas medidas para implementar a futuro. A continuación, le pedimos que nos indique su grado de acuerdo con ….","P6. Muchas personas dicen que pertenecen a una clase determinada, Si tuviera que elegir una de las siguientes categorías, ¿diría que pertenece a...?",Cantidad total de miembros del hogar,Cantidad total de adultos en el hogar,Sexo entrevistado,Edad cumplida entrevistado,Edad en intervalos
4161,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,4,3,3,2,3,5,4,2,43,5
4162,CUYO,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,4,2,5,6,5,1,45,5
4163,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,2,2,4,3,5,4,3,2,46,5
4164,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,3,4,5,3,2,40,5
4165,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,5,7,3,2,61,7
4166,CUYO,1, ,4,40000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,1,1,2,2,2,4,5,1,1,1,56,6
4167,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,4,3,1,19,4
4168,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,6,4,1,43,5
4169,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,2,4,5,3,3,1,18,4
4170,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,3,2,4,7,4,2,28,4
4171,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,3,2,5,6,2,1,50,6
4172,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,1,2,2,4,4,5,5,2,2,36,5
4173,CUYO,1, ,1,23000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,1,2,2,4,4,5,2,2,1,74,7
4174,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,1,2,2,3,3,4,5,2,2,49,5
4175,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,4,3,4,3,3,1,60,7
4176,CUYO,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,3,2,6,4,2,2,46,5
4177,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,2,1,2,2,2,3,5,5,4,2,68,7
4178,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,3,2,5,6,3,1,39,5
4179,CUYO,2, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,3,1,4,2,3,2,4,7,4,2,63,7
4180,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,3,1,1,1,2,2,2,4,4,3,3,1,21,4
4181,CUYO,2, ,1,12000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,5,5,5,2,57,6
4182,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,4,4,2,2,52,6
4183,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,1,1,3,3,3,4,5,2,2,2,48,5
4184,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,2,1,2,2,3,2,4,2,2,2,44,5
4185,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,3,2,4,2,2,2,29,4
4186,CUYO,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,2,2,6,3,3,2,55,6
4187,CUYO,4,1,3, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,4,2,2,2,5,4,2,1,41,5
4188,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,2,3,3,2,2,1,75,8
4189,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,3,3,4,5,2,2,27,4
4190,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,1,3,1,3,2,3,4,5,3,3,1,48,5
4191,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,2,2,3,2,4,3,2,2,33,5
4192,CUYO,1, ,1, ,2,1,2,2,2,2,0,0,0,0,0,1,1,0,0, ,1,1,1,1,1,1,4,4,2,2,5,3,3,2,70,7
4193,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,1,1,4,2,2,4,5,2,2,1,24,4
4194,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,2,1,1,2,2,4,3,3,2,2,2,55,6
4195,CUYO,1, ,1,38000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,2,2,4,3,3,3,3,1,33,5
4196,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,1,3,1,3,2,3,4,4,2,2,1,50,6
4197,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,2,2,1,4,3,3,4,3,3,3,1,72,7
4198,CUYO,2, ,1,24000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,4,2,3,2,5,9,4,2,47,5
4199,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,3,1,4,2,2,2,5,5,3,1,48,5
4200,CUYO,1, ,1,9500,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,1,2,38,5
4201,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,2,22,4
4202,CUYO,1, ,4,999999,1,2,2,2,2,2,1,0,0,0,0,1,1,0,0, ,1,1,1,1,1,1,4,2,2,2,5,1,1,1,34,5
4203,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,4,1,30,5
4204,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,3,4,2,2,4,5,2,2,1,74,7
4205,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,4,2,1,34,5
4206,CUYO,2, ,1,70000,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,Por las cloacas,1,1,1,1,1,1,4,2,2,2,5,4,3,1,53,6
4207,CUYO,1, ,1,55000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,2,1,2,4,2,2,2,3,4,2,2,42,5
4208,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,4,2,1,40,5
4209,CUYO,1, ,1,12000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,2,2,5,8,3,2,38,5
4210,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,1,1,1,66,7
4211,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,3,3,2,59,6
4212,CUYO,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,5,3,1,37,5
4213,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,3,6,2,2,1,50,6
4214,CUYO,2, ,4,25000,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,2,1,2,3,3,2,4,6,4,2,35,5
4215,CUYO,2, ,4,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,2,2,1,53,6
4216,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,3,3,3,2,21,4
4217,CUYO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,3,3,2,68,7
4218,CUYO,2, ,1,42000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,4,3,2,2,48,5
4219,CUYO,1, ,4,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,4,2,1,35,5
4220,CUYO,2, ,4,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,3,1,46,5
4221,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,2,3,2,5,3,3,2,52,6
4222,CUYO,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,2,2,5,6,6,2,48,5
4223,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,2,3,4,5,5,2,58,6
4224,CUYO,1, ,4,6000,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,2,1,3,2,3,2,5,2,2,2,29,4
4225,CUYO,2, ,1,24000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,3,4,3,3,2,50,6
4226,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,5,2,1,52,6
4227,CUYO,1, ,1,90000,2,2,1,2,2,2,0,1,1,0,0,0,0,0,0, ,2,3,1,2,3,2,2,2,4,2,5,4,4,1,64,7
4228,CUYO,2, ,1,100000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,5,5,1,51,6
4229,CUYO,2, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,3,3,1,48,5
4230,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,4,6,5,1,50,6
4231,CUYO,1, ,4,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,3,1,1,4,2,2,2,6,3,2,1,19,4
4232,CUYO,1, ,4,28000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,1,2,29,4
4233,CUYO,1, ,4,30000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,4,2,2,3,99,3,2,1,58,6
4234,CUYO,4,2,2,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,3,3,2,6,3,2,2,46,5
4235,CUYO,1, ,1,16200,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,4,2,2,32,5
4236,CUYO,1, ,1,16200,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,4,3,2,2,1,30,5
4237,CUYO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,3,2,3,2,6,1,1,1,70,7
4238,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,2,2,1,30,5
4239,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,2,3,2,3,5,2,2,33,5
4240,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,4,2,2,40,5
4241,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,4,2,2,2,80,8
4242,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,2,3,3,5,3,3,1,65,7
4243,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,3,2,2,22,4
4244,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,5,2,2,1,60,7
4245,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,3,3,2,5,1,1,2,34,5
4246,CUYO,1, ,1,70000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,2,2,3,2,3,2,5,1,1,2,49,5
4247,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,2,2,3,2,5,2,2,1,61,7
4248,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,2,2,3,2,5,4,2,1,45,5
4249,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,2,2,1,65,7
4250,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,2,3,2,3,2,4,5,4,2,23,4
4251,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,5,3,3,1,23,4
4252,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,1,1,1,78,8
4253,CUYO,1, ,1,150000,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,2,1,2,1,2,1,3,2,3,2,3,2,2,1,41,5
4254,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,1,1,3,2,1,1,4,2,2,2,5,1,1,2,36,5
4255,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,1,3,3,3,3,1,3,3,2,2,5,2,1,1,33,5
4256,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,2,2,3,3,3,3,6,2,2,2,74,7
4257,CUYO,1, ,4, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,6,2,1,2,31,5
4258,CUYO,2, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,3,4,2,2,2,6,3,2,2,20,4
4259,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,1,2,2,4,2,3,5,5,2,58,6
4260,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,1,1,4,2,4,2,3,1,1,1,31,5
4261,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,3,1,1,2,2,2,2,5,1,1,1,29,4
4262,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,3,1,3,3,4,2,2,2,5,2,2,1,18,4
4263,CUYO,4,2,1,999999,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,3,3,2,2,4,2,6,4,2,1,36,5
4264,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,1,2,2,4,2,4,4,4,1,29,4
4265,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,1,1,1,58,6
4266,CUYO,1, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,1,3,3,3,2,5,4,3,2,22,4
4267,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,1,1,2,3,3,4,2,4,1,1,2,31,5
4268,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,3,1,2,2,4,4,6,2,2,2,60,7
4269,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,3,1,1,4,2,2,2,5,5,4,2,49,5
4270,CUYO,1, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,3,1,4,2,4,2,3,4,2,2,29,4
4271,CUYO,1, ,1,65000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,2,2,2,4,4,2,2,28,4
4272,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,3,2,3,2,5,4,4,1,71,7
4273,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,3,1,77,8
4274,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,4,5,5,2,50,6
4275,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,4,4,4,4,4,2,2,2,72,7
4276,CUYO,2, ,4,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,4,2,2,2,6,3,1,2,34,5
4277,CUYO,2, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,3,2,1,4,2,2,2,5,5,2,2,24,4
4278,CUYO,1, ,4,55000,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0, ,1,1,2,1,1,1,4,2,2,2,5,3,2,1,30,5
4279,CUYO,1, ,1,125000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,4,2,5,4,2,1,38,5
4280,CUYO,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,4,2,5,2,2,1,36,5
4281,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,4,2,4,2,2,2,31,5
4282,CUYO,1, ,1,32000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,4,2,2,5,1,1,1,49,5
4283,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,4,2,2,6,5,4,2,30,5
4284,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,2,4,2,5,3,3,2,21,4
4285,CUYO,2, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,2,1,4,2,4,2,4,2,1,2,48,5
4286,CUYO,2, ,1,45000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,4,3,3,4,4,5,4,1,45,5
4287,CUYO,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,1,3,2,4,2,4,3,5,2,2,2,46,5
4288,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,2,3,2,3,4,2,4,4,4,1,1,2,68,7
4289,CUYO,2, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,4,2,6,5,4,2,48,5
4290,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,2,4,2,4,3,3,5,2,2,39,5
4291,CUYO,2, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,2,2,2,67,7
4292,CUYO,1, ,1,10000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,3,3,3,2,6,1,1,2,60,7
4293,CUYO,2, ,1,150000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,3,4,2,2,50,6
4294,CUYO,1, ,5,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,1,3,3,3,2,6,3,2,1,33,5
4295,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,3,3,2,6,3,2,2,23,4
4296,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,1,1,2,65,7
4297,CUYO,1, ,1,20000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,1,1,1,4,2,3,4,5,3,1,2,36,5
4298,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,3,3,3,2,2,4,4,3,3,1,1,41,5
4299,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,2,2,1,65,7
4300,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,2,2,2,3,3,3,3,3,3,2,2,26,4
4301,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,3,2,1,25,4
4302,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,4,2,3,1,1,1,67,7
4303,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,3,3,2,2,1,59,6
4304,CUYO,1, ,1,24000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,3,2,2,6,10,6,2,59,6
4305,CUYO,1, ,1,35000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,4,2,2,2,3,1,1,2,62,7
4306,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,2,2,1,42,5
4307,CUYO,1, ,1,90000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,3,1,2,2,3,2,3,4,3,2,43,5
4308,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,3,3,3,3,2,2,4,4,3,3,3,2,49,5
4309,CUYO,1, ,1,30000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,4,2,2,5,1,1,2,57,6
4310,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,2,4,3,3,2,4,1,1,1,67,7
4311,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,4,4,2,56,6
4312,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,6,6,6,2,72,7
4313,CUYO,1, ,1,60000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,3,2,4,2,4,4,5,5,4,1,61,7
4314,CUYO,1, ,1,15000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,3,1,3,2,4,3,4,3,3,2,52,6
4315,CUYO,2, ,1,25000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,3,2,4,2,5,2,2,1,52,6
4316,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,3,2,4,2,4,3,4,1,1,2,74,7
4317,CUYO,2, ,1,97000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,3,4,2,1,53,6
4318,CUYO,1, ,1,50000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,3,2,1,53,6
4319,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,3,1,1,1,1,4,2,2,4,5,2,1,2,60,7
4320,CUYO,1, ,1,89000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,1,1,4,2,2,2,5,2,2,2,56,6
4321,CUYO,2, ,1,100000,1,1,2,1,2,1,1,0,0,0,0,1,0,0,0, ,1,1,3,1,1,1,4,2,2,2,5,4,4,1,50,6
4322,CUYO,1, ,1,80000,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,contra el gobierno,1,1,1,1,1,1,4,2,2,2,4,4,3,1,55,6
4323,CUYO,1, ,1,80000,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,4,2,2,2,5,1,1,2,28,4
4324,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,1,2,1,3,2,3,2,6,2,1,1,49,5
4325,CUYO,1, ,1,140000,2,2,2,2,2,2, , , , , , , , , , ,1,1,1,1,2,2,4,3,3,2,3,3,2,1,47,5
4326,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,3,2,4,3,3,2,3,3,2,1,34,5
4327,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,3,2,3,3,2,5,2,2,2,18,4
4328,CUYO,1, ,1, ,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,2,4,3,2,3,5,2,2,1,50,6
4329,CUYO,1, ,1,999999,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,2,2,3,3,4,3,3,4,2,2,1,50,6
4330,CUYO,1, ,1,40000,2,2,2,2,2,2, , , , , , , , , , ,2,2,1,3,1,3,2,3,3,3,6,2,2,2,47,5
